sample_index,wall_time_iso,elapsed_s,ros_time_s,cpu_percent,mem_total_mb,mem_available_mb,mem_used_mb,mem_used_percent,swap_total_mb,swap_used_mb,swap_used_percent,load1,load5,load15,disk_read_mbps,disk_write_mbps,net_rx_mbps,net_tx_mbps,cpu_freq_avg_mhz,cpu_freq_max_mhz,cpu_temp_c
582,2026-05-02T15:50:13.663,302.327,,15.645,128576.582,118649.777,9926.805,7.721,2047.996,0.000,0.000,6.070,4.130,2.650,262.999,0.000,0.001,0.015,2856.4,5530.2,57.0
583,2026-05-02T15:50:14.168,302.831,,14.710,128576.582,118642.180,9934.402,7.726,2047.996,0.000,0.000,6.070,4.130,2.650,276.796,0.085,0.001,0.015,2479.3,5500.0,62.0
584,2026-05-02T15:50:14.715,303.378,,15.434,128576.582,118728.625,9847.957,7.659,2047.996,0.000,0.000,6.070,4.130,2.650,276.321,0.129,0.000,0.014,2799.6,5529.1,63.0
585,2026-05-02T15:50:15.259,303.922,,15.692,128576.582,118743.371,9833.211,7.648,2047.996,0.000,0.000,6.070,4.130,2.650,275.885,0.000,0.001,0.015,2573.4,5416.9,60.0
586,2026-05-02T15:50:15.803,304.466,,14.451,128576.582,118742.285,9834.297,7.649,2047.996,0.000,0.000,5.740,4.090,2.650,278.174,0.000,0.154,0.029,2131.0,5537.4,60.0
587,2026-05-02T15:50:16.316,304.979,,13.614,128576.582,118721.590,9854.992,7.665,2047.996,0.000,0.000,5.740,4.090,2.650,275.695,0.000,0.000,0.016,3145.8,5500.0,62.0
588,2026-05-02T15:50:16.820,305.483,,15.505,128576.582,118710.199,9866.383,7.674,2047.996,0.000,0.000,5.740,4.090,2.650,277.910,0.000,0.001,0.015,2425.5,5518.0,68.0
589,2026-05-02T15:50:17.363,306.026,,15.817,128576.582,118761.668,9814.914,7.634,2047.996,0.000,0.000,5.740,4.090,2.650,273.865,0.187,0.001,0.014,2693.0,5523.8,68.0
590,2026-05-02T15:50:17.910,306.573,,14.522,128576.582,118750.477,9826.105,7.642,2047.996,0.000,0.000,5.740,4.090,2.650,275.754,0.000,0.001,0.014,2740.2,5500.0,69.0
591,2026-05-02T15:50:18.460,307.123,,15.692,128576.582,118738.113,9838.469,7.652,2047.996,0.000,0.000,5.740,4.090,2.650,276.730,1.406,0.000,0.014,3179.1,5500.0,64.0
592,2026-05-02T15:50:19.002,307.665,,12.791,128576.582,118722.273,9854.309,7.664,2047.996,0.000,0.000,5.740,4.090,2.650,275.812,0.000,0.001,0.028,1965.1,5261.7,64.0
593,2026-05-02T15:50:19.509,308.172,,12.803,128576.582,118748.559,9828.023,7.644,2047.996,0.000,0.000,5.740,4.090,2.650,275.720,0.000,0.000,0.015,3054.3,5500.0,67.0
594,2026-05-02T15:50:20.054,308.717,,9.954,128576.582,118750.707,9825.875,7.642,2047.996,0.000,0.000,5.740,4.090,2.650,249.151,0.129,0.001,0.014,2591.7,5458.6,63.0
595,2026-05-02T15:50:20.602,309.265,,15.089,128576.582,118756.898,9819.684,7.637,2047.996,0.000,0.000,5.740,4.090,2.650,243.147,0.000,0.001,0.014,2422.2,5500.0,69.0
596,2026-05-02T15:50:21.111,309.774,,11.413,128576.582,118787.094,9789.488,7.614,2047.996,0.000,0.000,5.440,4.060,2.640,247.533,0.000,0.001,0.015,2773.5,5500.0,69.0
597,2026-05-02T15:50:21.651,310.314,,13.665,128576.582,118800.879,9775.703,7.603,2047.996,0.000,0.000,5.440,4.060,2.640,253.024,0.000,0.000,0.014,2454.3,5328.7,51.0
598,2026-05-02T15:50:22.157,310.820,,11.567,128576.582,118786.730,9789.852,7.614,2047.996,0.000,0.000,5.440,4.060,2.640,263.513,0.139,0.001,0.016,2541.4,5501.3,62.0
599,2026-05-02T15:50:22.658,311.322,,15.990,128576.582,118774.398,9802.184,7.624,2047.996,0.000,0.000,5.440,4.060,2.640,259.444,0.179,0.000,0.015,2460.8,5500.0,66.0
600,2026-05-02T15:50:23.164,311.828,,15.247,128576.582,118762.566,9814.016,7.633,2047.996,0.000,0.000,5.440,4.060,2.640,258.842,0.031,0.001,0.016,2645.8,5476.8,66.0
601,2026-05-02T15:50:23.698,312.361,,13.783,128576.582,118772.137,9804.445,7.625,2047.996,0.000,0.000,5.440,4.060,2.640,258.936,0.000,0.000,0.015,4692.7,5300.1,58.0
602,2026-05-02T15:50:24.210,312.873,,13.517,128576.582,118790.867,9785.715,7.611,2047.996,0.000,0.000,5.440,4.060,2.640,236.126,0.000,0.001,0.016,2629.0,5500.0,60.0
603,2026-05-02T15:50:24.751,313.414,,9.117,128576.582,118808.582,9768.000,7.597,2047.996,0.000,0.000,5.440,4.060,2.640,240.661,1.184,0.001,0.015,3180.8,5468.1,67.0
604,2026-05-02T15:50:25.252,313.915,,10.683,128576.582,118779.062,9797.520,7.620,2047.996,0.000,0.000,5.440,4.060,2.640,222.887,0.140,0.001,0.015,2099.8,5500.0,67.0
605,2026-05-02T15:50:25.799,314.463,,8.069,128576.582,118788.996,9787.586,7.612,2047.996,0.000,0.000,5.090,4.010,2.630,228.109,0.000,0.000,0.014,2259.5,5516.3,60.0
606,2026-05-02T15:50:26.299,314.963,,12.484,128576.582,118765.602,9810.980,7.630,2047.996,0.000,0.000,5.090,4.010,2.630,230.344,0.000,0.001,0.015,2348.0,5500.0,68.0
607,2026-05-02T15:50:26.808,315.471,,7.534,128576.582,118793.719,9782.863,7.609,2047.996,0.000,0.000,5.090,4.010,2.630,257.798,0.000,0.001,0.015,2616.6,5361.8,59.0
608,2026-05-02T15:50:27.349,316.013,,15.141,128576.582,118750.168,9826.414,7.642,2047.996,0.000,0.000,5.090,4.010,2.630,247.678,0.188,0.000,0.014,2176.9,5500.0,61.0
609,2026-05-02T15:50:27.850,316.514,,9.416,128576.582,118767.797,9808.785,7.629,2047.996,0.000,0.000,5.090,4.010,2.630,229.124,0.000,0.001,0.016,3128.5,5500.1,63.0
610,2026-05-02T15:50:28.353,317.016,,14.014,128576.582,118768.875,9807.707,7.628,2047.996,0.000,0.000,5.090,4.010,2.630,255.418,0.000,0.000,0.015,2190.9,5500.0,63.0
611,2026-05-02T15:50:28.853,317.516,,12.923,128576.582,118790.523,9786.059,7.611,2047.996,0.000,0.000,5.090,4.010,2.630,249.999,0.031,0.001,0.015,2493.4,5465.0,61.0
612,2026-05-02T15:50:29.359,318.023,,13.478,128576.582,118771.430,9805.152,7.626,2047.996,0.000,0.000,5.090,4.010,2.630,250.063,0.000,0.000,0.015,2162.2,5500.0,61.0
613,2026-05-02T15:50:29.902,318.565,,15.620,128576.582,118757.461,9819.121,7.637,2047.996,0.000,0.000,5.090,4.010,2.630,241.197,0.000,0.001,0.014,1990.2,5528.9,65.0
614,2026-05-02T15:50:30.404,319.067,,11.613,128576.582,118751.285,9825.297,7.642,2047.996,0.000,0.000,5.090,4.010,2.630,227.868,0.132,0.000,0.015,2017.6,5532.9,65.0
615,2026-05-02T15:50:30.949,319.612,,12.407,128576.582,118766.328,9810.254,7.630,2047.996,0.000,0.000,4.760,3.960,2.630,221.575,1.190,0.001,0.015,4650.0,5200.1,62.0
616,2026-05-02T15:50:31.456,320.120,,21.380,128576.582,118748.891,9827.691,7.643,2047.996,0.000,0.000,4.760,3.960,2.630,199.074,0.000,0.000,0.016,2500.5,5500.0,69.0
617,2026-05-02T15:50:32.002,320.665,,23.041,128576.582,118794.945,9781.637,7.608,2047.996,0.000,0.000,4.760,3.960,2.630,239.490,0.000,0.001,0.028,2398.2,5459.9,62.0
618,2026-05-02T15:50:32.510,321.173,,19.728,128576.582,118788.801,9787.781,7.612,2047.996,0.000,0.000,4.760,3.960,2.630,240.927,0.154,0.000,0.017,2645.9,5520.4,62.0
619,2026-05-02T15:50:33.054,321.718,,18.529,128576.582,118778.391,9798.191,7.621,2047.996,0.000,0.000,4.760,3.960,2.630,230.739,0.158,0.001,0.014,2595.0,5546.6,63.0
620,2026-05-02T15:50:33.555,322.218,,18.495,128576.582,118774.582,9802.000,7.623,2047.996,0.000,0.000,4.760,3.960,2.630,233.549,0.000,0.001,0.015,2468.3,5500.0,65.0
621,2026-05-02T15:50:34.062,322.725,,11.801,128576.582,118775.039,9801.543,7.623,2047.996,0.000,0.000,4.760,3.960,2.630,229.445,0.000,0.001,0.015,3137.9,5427.0,59.0
622,2026-05-02T15:50:34.603,323.266,,12.938,128576.582,118773.789,9802.793,7.624,2047.996,0.000,0.000,4.760,3.960,2.630,238.824,0.000,0.000,0.014,2155.5,5500.0,61.0
623,2026-05-02T15:50:35.150,323.814,,12.227,128576.582,118772.770,9803.812,7.625,2047.996,0.000,0.000,4.760,3.960,2.630,189.899,0.136,0.001,0.014,2554.8,5489.2,63.0
624,2026-05-02T15:50:35.658,324.321,,16.378,128576.582,118766.246,9810.336,7.630,2047.996,0.000,0.000,4.760,3.960,2.630,228.183,0.000,0.001,0.015,2431.4,5419.0,63.0
625,2026-05-02T15:50:36.199,324.862,,12.245,128576.582,118750.355,9826.227,7.642,2047.996,0.000,0.000,4.540,3.920,2.620,236.464,0.000,0.001,0.014,2704.7,5469.1,63.0
626,2026-05-02T15:50:36.706,325.369,,15.793,128576.582,118772.719,9803.863,7.625,2047.996,0.000,0.000,4.540,3.920,2.620,224.384,1.480,0.000,0.015,2308.6,5500.0,64.0
627,2026-05-02T15:50:37.254,325.917,,16.165,128576.582,118779.113,9797.469,7.620,2047.996,0.000,0.000,4.540,3.920,2.620,242.420,0.000,0.001,0.014,2850.3,5500.0,58.0
628,2026-05-02T15:50:37.754,326.417,,14.924,128576.582,118780.578,9796.004,7.619,2047.996,0.000,0.000,4.540,3.920,2.620,235.013,0.187,0.001,0.016,2406.3,5539.9,58.0
629,2026-05-02T15:50:38.302,326.966,,11.403,128576.582,118795.293,9781.289,7.607,2047.996,0.000,0.000,4.540,3.920,2.620,240.338,0.000,0.000,0.014,1894.3,5500.0,42.9
630,2026-05-02T15:50:38.851,327.514,,11.629,128576.582,118770.113,9806.469,7.627,2047.996,0.000,0.000,4.540,3.920,2.620,235.630,0.000,0.001,0.014,2308.2,5504.1,63.0
631,2026-05-02T15:50:39.355,328.018,,11.839,128576.582,118763.836,9812.746,7.632,2047.996,0.000,0.000,4.540,3.920,2.620,251.092,0.000,0.001,0.016,2561.0,5453.9,65.0
632,2026-05-02T15:50:39.904,328.567,,10.270,128576.582,118770.930,9805.652,7.626,2047.996,0.000,0.000,4.540,3.920,2.620,209.484,0.000,0.001,0.015,2279.8,5440.7,61.0
633,2026-05-02T15:50:40.416,329.079,,14.312,128576.582,118773.793,9802.789,7.624,2047.996,0.000,0.000,4.540,3.920,2.620,274.864,0.130,0.000,0.016,2559.1,5318.1,49.0
634,2026-05-02T15:50:40.956,329.619,,12.892,128576.582,118766.965,9809.617,7.629,2047.996,0.000,0.000,4.410,3.910,2.620,278.510,0.232,0.001,0.014,2851.7,5343.8,60.0
635,2026-05-02T15:50:41.501,330.164,,13.184,128576.582,118791.797,9784.785,7.610,2047.996,0.000,0.000,4.410,3.910,2.620,277.039,0.000,0.000,0.028,2406.2,5500.0,56.0
636,2026-05-02T15:50:42.002,330.665,,12.068,128576.582,118814.238,9762.344,7.593,2047.996,0.000,0.000,4.410,3.910,2.620,274.945,0.000,0.000,0.015,2578.3,5504.1,65.0
637,2026-05-02T15:50:42.507,331.170,,11.685,128576.582,118857.801,9718.781,7.559,2047.996,0.000,0.000,4.410,3.910,2.620,245.712,0.139,0.001,0.015,2203.5,5500.0,44.9
638,2026-05-02T15:50:43.057,331.720,,10.308,128576.582,118784.355,9792.227,7.616,2047.996,0.000,0.000,4.410,3.910,2.620,253.714,1.130,0.001,0.014,2441.9,5500.0,46.0
639,2026-05-02T15:50:43.602,332.266,,10.636,128576.582,118762.023,9814.559,7.633,2047.996,0.000,0.000,4.410,3.910,2.620,238.414,0.000,0.000,0.014,2432.6,5500.0,67.0
640,2026-05-02T15:50:44.105,332.768,,11.216,128576.582,118791.430,9785.152,7.610,2047.996,0.000,0.000,4.410,3.910,2.620,256.993,0.000,0.001,0.015,2088.7,5528.4,68.0
641,2026-05-02T15:50:44.605,333.268,,11.013,128576.582,118773.191,9803.391,7.625,2047.996,0.000,0.000,4.410,3.910,2.620,239.998,0.000,0.000,0.015,2953.5,5461.9,54.0
642,2026-05-02T15:50:45.145,333.809,,10.844,128576.582,118766.320,9810.262,7.630,2047.996,0.000,0.000,4.410,3.910,2.620,254.721,0.000,0.001,0.014,2665.7,5503.7,66.0
643,2026-05-02T15:50:45.655,334.318,,10.575,128576.582,118760.309,9816.273,7.635,2047.996,0.000,0.000,4.410,3.910,2.620,243.439,2.176,0.000,0.015,2308.8,5434.7,66.0
644,2026-05-02T15:50:46.203,334.866,,10.953,128576.582,118756.141,9820.441,7.638,2047.996,0.000,0.000,4.140,3.860,2.620,235.643,0.000,0.001,0.015,2479.8,5500.0,60.0
645,2026-05-02T15:50:46.752,335.415,,10.188,128576.582,118781.336,9795.246,7.618,2047.996,0.000,0.000,4.140,3.860,2.620,255.076,0.000,0.001,0.015,3654.7,5343.1,54.0
646,2026-05-02T15:50:47.295,335.958,,10.146,128576.582,118768.391,9808.191,7.628,2047.996,0.000,0.000,4.140,3.860,2.620,271.905,0.000,0.001,0.015,2270.8,5463.3,59.0
647,2026-05-02T15:50:47.804,336.467,,10.880,128576.582,118800.457,9776.125,7.603,2047.996,0.000,0.000,4.140,3.860,2.620,244.640,0.108,0.001,0.017,2321.4,5500.6,67.0
648,2026-05-02T15:50:48.309,336.972,,13.300,128576.582,118773.977,9802.605,7.624,2047.996,0.000,0.000,4.140,3.860,2.620,264.874,0.000,0.000,0.017,3834.2,5500.0,67.0
649,2026-05-02T15:50:48.810,337.473,,14.178,128576.582,118758.758,9817.824,7.636,2047.996,0.000,0.000,4.140,3.860,2.620,271.799,0.483,0.000,0.015,2615.7,5500.0,65.0
650,2026-05-02T15:50:49.311,337.974,,31.943,128576.582,118756.277,9820.305,7.638,2047.996,0.000,0.000,4.140,3.860,2.620,260.690,0.000,0.001,0.015,2782.2,5328.8,65.0
651,2026-05-02T15:50:49.853,338.516,,12.673,128576.582,118745.660,9830.922,7.646,2047.996,0.000,0.000,4.140,3.860,2.620,274.339,0.000,0.001,0.014,2259.8,5500.0,63.0
652,2026-05-02T15:50:50.359,339.022,,11.838,128576.582,118756.516,9820.066,7.638,2047.996,0.000,0.000,4.140,3.860,2.620,232.867,0.000,0.001,0.015,2971.0,5500.0,63.0
653,2026-05-02T15:50:50.907,339.571,,16.818,128576.582,118718.363,9858.219,7.667,2047.996,0.000,0.000,3.890,3.810,2.610,246.936,0.157,0.002,0.015,2276.4,5500.0,64.0
654,2026-05-02T15:50:51.453,340.117,,10.659,128576.582,118731.531,9845.051,7.657,2047.996,0.000,0.000,3.890,3.810,2.610,244.454,0.000,0.000,0.014,2668.6,5500.0,64.0
655,2026-05-02T15:50:51.954,340.617,,11.000,128576.582,118765.180,9811.402,7.631,2047.996,0.000,0.000,3.890,3.810,2.610,229.853,0.000,0.001,0.016,2502.6,5525.5,64.0
656,2026-05-02T15:50:52.455,341.119,,14.687,128576.582,118797.609,9778.973,7.606,2047.996,0.000,0.000,3.890,3.810,2.610,241.706,0.140,0.001,0.015,2224.9,5531.2,69.0
657,2026-05-02T15:50:53.003,341.666,,15.328,128576.582,118768.145,9808.438,7.628,2047.996,0.000,0.000,3.890,3.810,2.610,205.801,0.036,0.001,0.028,2406.6,5500.0,58.0
658,2026-05-02T15:50:53.549,342.212,,13.684,128576.582,118771.426,9805.156,7.626,2047.996,0.000,0.000,3.890,3.810,2.610,228.370,0.000,0.001,0.014,2281.8,5500.0,58.0
659,2026-05-02T15:50:54.053,342.717,,13.308,128576.582,118793.602,9782.980,7.609,2047.996,0.000,0.000,3.890,3.810,2.610,229.559,0.000,0.001,0.015,2614.2,5500.0,70.0
660,2026-05-02T15:50:54.562,343.225,,23.157,128576.582,118803.078,9773.504,7.601,2047.996,0.000,0.000,3.890,3.810,2.610,244.320,0.000,0.001,0.015,2291.1,5338.6,71.0
661,2026-05-02T15:50:55.105,343.768,,17.481,128576.582,118778.613,9797.969,7.620,2047.996,0.000,0.000,3.890,3.810,2.610,206.308,1.302,0.001,0.015,2198.9,5500.0,67.0
662,2026-05-02T15:50:55.650,344.313,,13.793,128576.582,118818.180,9758.402,7.590,2047.996,0.000,0.000,3.890,3.810,2.610,187.901,0.115,0.000,0.015,2563.3,5500.0,67.0
663,2026-05-02T15:50:56.194,344.858,,8.618,128576.582,118830.980,9745.602,7.580,2047.996,0.000,0.000,3.740,3.780,2.600,187.942,0.000,0.001,0.015,2397.3,5463.3,65.0
664,2026-05-02T15:50:56.695,345.358,,10.530,128576.582,118802.676,9773.906,7.602,2047.996,0.000,0.000,3.740,3.780,2.600,188.900,0.000,0.000,0.016,1962.3,5533.5,57.0
665,2026-05-02T15:50:57.200,345.864,,9.311,128576.582,118762.586,9813.996,7.633,2047.996,0.000,0.000,3.740,3.780,2.600,225.652,0.000,0.001,0.015,3068.3,5366.7,58.0
666,2026-05-02T15:50:57.701,346.365,,11.890,128576.582,118750.801,9825.781,7.642,2047.996,0.000,0.000,3.740,3.780,2.600,246.611,0.374,0.000,0.015,1869.8,5418.4,69.0
667,2026-05-02T15:50:58.206,346.869,,16.876,128576.582,118757.641,9818.941,7.637,2047.996,0.000,0.000,3.740,3.780,2.600,268.901,0.054,0.001,0.016,2994.3,5500.8,69.0
668,2026-05-02T15:50:58.709,347.372,,17.922,128576.582,118713.750,9862.832,7.671,2047.996,0.000,0.000,3.740,3.780,2.600,277.359,0.000,0.001,0.015,1786.5,5341.1,69.0
669,2026-05-02T15:50:59.256,347.919,,15.323,128576.582,118783.590,9792.992,7.616,2047.996,0.000,0.000,3.740,3.780,2.600,277.197,0.000,0.001,0.014,2385.8,5534.6,69.0
670,2026-05-02T15:50:59.801,348.464,,16.445,128576.582,118776.340,9800.242,7.622,2047.996,0.000,0.000,3.740,3.780,2.600,268.999,0.000,0.001,0.014,1950.9,5500.0,62.0
671,2026-05-02T15:51:00.302,348.966,,10.418,128576.582,118827.301,9749.281,7.582,2047.996,0.000,0.000,3.740,3.780,2.600,253.748,0.000,0.001,0.030,3319.9,5463.4,67.0
672,2026-05-02T15:51:00.811,349.474,,11.936,128576.582,118796.074,9780.508,7.607,2047.996,0.000,0.000,3.600,3.750,2.600,262.853,1.389,0.001,0.015,2645.0,5500.0,64.0
673,2026-05-02T15:51:01.360,350.023,,12.934,128576.582,118742.367,9834.215,7.649,2047.996,0.000,0.000,3.600,3.750,2.600,243.874,0.000,0.000,0.014,3468.2,5500.0,65.0
674,2026-05-02T15:51:01.906,350.569,,12.630,128576.582,118758.371,9818.211,7.636,2047.996,0.000,0.000,3.600,3.750,2.600,245.996,0.000,0.001,0.014,2106.9,5257.6,65.0
675,2026-05-02T15:51:02.456,351.119,,12.244,128576.582,118822.492,9754.090,7.586,2047.996,0.000,0.000,3.600,3.750,2.600,200.312,0.000,0.000,0.014,2403.5,5500.0,63.0
676,2026-05-02T15:51:02.996,351.659,,14.336,128576.582,118829.602,9746.980,7.581,2047.996,0.000,0.000,3.600,3.750,2.600,223.469,0.174,0.001,0.015,3124.8,5435.7,67.0
677,2026-05-02T15:51:03.511,352.174,,13.595,128576.582,118814.234,9762.348,7.593,2047.996,0.000,0.000,3.600,3.750,2.600,246.785,0.000,0.001,0.030,2639.5,5402.1,49.0
678,2026-05-02T15:51:04.015,352.678,,19.604,128576.582,118783.453,9793.129,7.617,2047.996,0.000,0.000,3.600,3.750,2.600,262.747,0.000,0.001,0.015,2894.5,5500.0,65.0
679,2026-05-02T15:51:04.515,353.178,,21.131,128576.582,118809.500,9767.082,7.596,2047.996,0.000,0.000,3.600,3.750,2.600,268.202,0.000,0.000,0.017,2687.6,5539.0,71.0
680,2026-05-02T15:51:05.016,353.679,,14.375,128576.582,118764.828,9811.754,7.631,2047.996,0.000,0.000,3.600,3.750,2.600,222.451,0.000,0.001,0.015,2678.7,5500.0,71.0
681,2026-05-02T15:51:05.516,354.179,,13.875,128576.582,118752.367,9824.215,7.641,2047.996,0.000,0.000,3.600,3.750,2.600,236.851,0.000,0.001,0.015,3016.6,5500.0,71.0
682,2026-05-02T15:51:06.052,354.715,,14.544,128576.582,118745.812,9830.770,7.646,2047.996,0.000,0.000,3.470,3.720,2.600,246.601,0.124,0.001,0.014,1938.5,4685.8,50.0
683,2026-05-02T15:51:06.552,355.215,,12.671,128576.582,118721.844,9854.738,7.664,2047.996,0.000,0.000,3.470,3.720,2.600,210.838,0.000,0.001,0.015,2263.3,5500.0,58.0
684,2026-05-02T15:51:07.056,355.719,,10.902,128576.582,118753.895,9822.688,7.640,2047.996,0.000,0.000,3.470,3.720,2.600,198.340,1.225,0.001,0.015,2370.6,5500.0,49.0
685,2026-05-02T15:51:07.601,356.264,,10.291,128576.582,118726.465,9850.117,7.661,2047.996,0.000,0.000,3.470,3.720,2.600,228.534,0.000,0.000,0.014,2289.2,5394.1,53.0
686,2026-05-02T15:51:08.103,356.766,,11.235,128576.582,118708.695,9867.887,7.675,2047.996,0.000,0.000,3.470,3.720,2.600,223.212,0.288,0.001,0.015,2352.1,5500.0,67.0
687,2026-05-02T15:51:08.650,357.313,,9.765,128576.582,118756.805,9819.777,7.637,2047.996,0.000,0.000,3.470,3.720,2.600,225.937,0.000,0.001,0.014,2946.5,5500.0,67.0
688,2026-05-02T15:51:09.155,357.818,,11.036,128576.582,118752.879,9823.703,7.640,2047.996,0.000,0.000,3.470,3.720,2.600,229.122,0.000,0.001,0.015,2315.8,5539.0,62.0
689,2026-05-02T15:51:09.704,358.367,,11.460,128576.582,118737.195,9839.387,7.653,2047.996,0.000,0.000,3.470,3.720,2.600,246.576,0.000,0.000,0.014,3532.4,5500.0,57.0
690,2026-05-02T15:51:10.210,358.874,,15.926,128576.582,118742.562,9834.020,7.648,2047.996,0.000,0.000,3.470,3.720,2.600,240.051,0.000,0.001,0.015,2940.5,5500.0,62.0
691,2026-05-02T15:51:10.713,359.376,,22.953,128576.582,118754.473,9822.109,7.639,2047.996,0.000,0.000,3.470,3.720,2.600,260.880,0.000,0.001,0.015,2675.8,5457.6,64.0
692,2026-05-02T15:51:11.256,359.919,,17.968,128576.582,118756.559,9820.023,7.637,2047.996,0.000,0.000,3.350,3.690,2.590,258.137,0.129,0.001,0.015,2879.6,5500.0,63.0
693,2026-05-02T15:51:11.805,360.468,,12.087,128576.582,118726.871,9849.711,7.661,2047.996,0.000,0.000,3.350,3.690,2.590,245.368,0.000,0.001,0.015,2682.7,5500.0,59.0
694,2026-05-02T15:51:12.311,360.974,,20.713,128576.582,118749.918,9826.664,7.643,2047.996,0.000,0.000,3.350,3.690,2.590,240.692,0.000,0.001,0.017,3054.9,5376.1,70.0
695,2026-05-02T15:51:12.827,361.490,,20.000,128576.582,118799.113,9777.469,7.604,2047.996,0.000,0.000,3.350,3.690,2.590,276.738,1.356,0.001,0.015,2292.2,5500.0,70.0
696,2026-05-02T15:51:13.362,362.025,,27.051,128576.582,118762.762,9813.820,7.633,2047.996,0.000,0.000,3.350,3.690,2.590,260.077,0.000,0.000,0.014,2625.1,5500.0,52.0
697,2026-05-02T15:51:13.863,362.527,,29.493,128576.582,118782.551,9794.031,7.617,2047.996,0.000,0.000,3.350,3.690,2.590,273.957,0.000,0.001,0.015,3342.9,5500.0,73.0
698,2026-05-02T15:51:14.366,363.029,,27.545,128576.582,118790.727,9785.855,7.611,2047.996,0.000,0.000,3.350,3.690,2.590,275.026,0.000,0.000,0.015,2237.0,5500.0,64.0
699,2026-05-02T15:51:14.913,363.576,,19.839,128576.582,118802.738,9773.844,7.602,2047.996,0.000,0.000,3.350,3.690,2.590,275.630,0.000,0.001,0.014,2639.8,5500.0,64.0
700,2026-05-02T15:51:15.451,364.114,,13.193,128576.582,118773.223,9803.359,7.625,2047.996,0.000,0.000,3.350,3.690,2.590,244.796,0.000,0.000,0.014,4648.5,5200.2,58.0
701,2026-05-02T15:51:15.962,364.625,,20.597,128576.582,118778.762,9797.820,7.620,2047.996,0.000,0.000,3.240,3.660,2.590,245.594,0.000,0.001,0.015,3171.7,5500.0,65.0
702,2026-05-02T15:51:16.475,365.138,,16.242,128576.582,118841.742,9734.840,7.571,2047.996,0.000,0.000,3.240,3.660,2.590,210.397,0.129,0.000,0.015,3101.5,5521.2,52.0
703,2026-05-02T15:51:17.005,365.668,,15.089,128576.582,118822.984,9753.598,7.586,2047.996,0.000,0.000,3.240,3.660,2.590,203.704,0.000,0.001,0.029,2906.9,5502.2,68.0
704,2026-05-02T15:51:17.510,366.173,,13.155,128576.582,118792.793,9783.789,7.609,2047.996,0.000,0.000,3.240,3.660,2.590,183.840,0.000,0.001,0.015,2556.8,5500.1,62.0
705,2026-05-02T15:51:18.049,366.713,,8.435,128576.582,118838.969,9737.613,7.573,2047.996,0.000,0.000,3.240,3.660,2.590,165.731,0.130,0.001,0.015,2758.0,5419.9,62.0
706,2026-05-02T15:51:18.596,367.259,,6.568,128576.582,118835.766,9740.816,7.576,2047.996,0.000,0.000,3.240,3.660,2.590,193.512,0.100,0.000,0.014,3156.7,5500.0,58.0
707,2026-05-02T15:51:19.143,367.806,,6.731,128576.582,118821.117,9755.465,7.587,2047.996,0.000,0.000,3.240,3.660,2.590,169.744,1.207,0.001,0.015,1955.2,5342.0,59.0
708,2026-05-02T15:51:19.643,368.306,,5.416,128576.582,118804.918,9771.664,7.600,2047.996,0.000,0.000,3.240,3.660,2.590,162.116,0.000,0.000,0.016,1797.0,5500.0,59.0
709,2026-05-02T15:51:20.189,368.853,,4.857,128576.582,118815.488,9761.094,7.592,2047.996,0.000,0.000,3.240,3.660,2.590,159.927,0.000,0.001,0.015,3070.9,5517.7,59.0
710,2026-05-02T15:51:20.692,369.356,,5.791,128576.582,118821.105,9755.477,7.587,2047.996,0.000,0.000,3.240,3.660,2.590,159.679,0.000,0.000,0.016,4680.8,5396.4,51.0
711,2026-05-02T15:51:21.192,369.856,,6.293,128576.582,118786.258,9790.324,7.614,2047.996,0.000,0.000,3.860,3.790,2.640,144.685,0.000,0.001,0.015,1660.4,5380.4,51.0
712,2026-05-02T15:51:21.695,370.358,,9.586,128576.582,118798.312,9778.270,7.605,2047.996,0.000,0.000,3.860,3.790,2.640,146.662,0.124,0.000,0.015,2189.4,5500.0,64.0
713,2026-05-02T15:51:22.195,370.858,,7.382,128576.582,118787.918,9788.664,7.613,2047.996,0.000,0.000,3.860,3.790,2.640,186.541,0.000,0.001,0.016,2424.7,5339.9,64.0
714,2026-05-02T15:51:22.698,371.362,,8.437,128576.582,118799.422,9777.160,7.604,2047.996,0.000,0.000,3.860,3.790,2.640,184.770,0.000,0.000,0.015,3523.0,5418.4,50.0
715,2026-05-02T15:51:23.203,371.866,,10.418,128576.582,118805.973,9770.609,7.599,2047.996,0.000,0.000,3.860,3.790,2.640,237.763,0.170,0.001,0.015,3078.6,5413.0,51.0
716,2026-05-02T15:51:23.704,372.367,,12.680,128576.582,118778.645,9797.938,7.620,2047.996,0.000,0.000,3.860,3.790,2.640,214.213,2.490,0.000,0.018,2702.6,5475.2,62.0
717,2026-05-02T15:51:24.250,372.913,,9.262,128576.582,118799.566,9777.016,7.604,2047.996,0.000,0.000,3.860,3.790,2.640,206.392,0.000,0.001,0.014,3499.7,5500.0,62.0
718,2026-05-02T15:51:24.752,373.415,,10.334,128576.582,118779.676,9796.906,7.620,2047.996,0.000,0.000,3.860,3.790,2.640,205.730,0.000,0.000,0.015,3894.6,5492.0,65.0
719,2026-05-02T15:51:25.301,373.964,,7.732,128576.582,118769.766,9806.816,7.627,2047.996,0.000,0.000,3.860,3.790,2.640,243.874,0.043,0.001,0.014,2348.3,5539.6,65.0
