sample_index,wall_time_iso,elapsed_s,ros_time_s,cpu_percent,mem_total_mb,mem_available_mb,mem_used_mb,mem_used_percent,swap_total_mb,swap_used_mb,swap_used_percent,load1,load5,load15,disk_read_mbps,disk_write_mbps,net_rx_mbps,net_tx_mbps,cpu_freq_avg_mhz,cpu_freq_max_mhz,cpu_temp_c
720,2026-05-02T15:51:25.802,374.466,,10.721,128576.582,118753.832,9822.750,7.640,2047.996,0.000,0.000,3.720,3.760,2.630,223.810,0.101,0.001,0.015,2932.3,5500.0,64.0
721,2026-05-02T15:51:26.303,374.966,,8.824,128576.582,118746.230,9830.352,7.646,2047.996,0.000,0.000,3.720,3.760,2.630,217.831,0.109,0.000,0.015,2286.0,5519.0,64.0
722,2026-05-02T15:51:26.852,375.515,,10.488,128576.582,118755.031,9821.551,7.639,2047.996,0.000,0.000,3.720,3.760,2.630,254.175,0.135,0.001,0.014,2709.7,5500.0,70.0
723,2026-05-02T15:51:27.354,376.017,,9.832,128576.582,118745.207,9831.375,7.646,2047.996,0.000,0.000,3.720,3.760,2.630,230.073,0.000,0.000,0.016,3469.4,5500.0,70.0
724,2026-05-02T15:51:27.855,376.518,,9.330,128576.582,118728.754,9847.828,7.659,2047.996,0.000,0.000,3.720,3.760,2.630,217.261,0.000,0.001,0.016,3209.1,5500.0,64.0
725,2026-05-02T15:51:28.357,377.021,,9.689,128576.582,118729.988,9846.594,7.658,2047.996,0.000,0.000,3.720,3.760,2.630,214.382,0.000,0.000,0.017,2859.1,5550.9,64.0
726,2026-05-02T15:51:28.901,377.565,,8.618,128576.582,118775.520,9801.062,7.623,2047.996,0.000,0.000,3.720,3.760,2.630,227.493,0.323,0.001,0.014,2747.9,5500.0,68.0
727,2026-05-02T15:51:29.401,378.065,,8.527,128576.582,118756.883,9819.699,7.637,2047.996,0.000,0.000,3.720,3.760,2.630,269.370,0.000,0.000,0.015,2184.4,5410.7,69.0
728,2026-05-02T15:51:29.902,378.565,,7.591,128576.582,118758.875,9817.707,7.636,2047.996,0.000,0.000,3.720,3.760,2.630,231.153,0.000,0.000,0.015,2214.5,5340.8,65.0
729,2026-05-02T15:51:30.452,379.115,,7.065,128576.582,118774.773,9801.809,7.623,2047.996,0.000,0.000,3.720,3.760,2.630,213.784,1.180,0.000,0.014,2467.6,5539.9,65.0
730,2026-05-02T15:51:30.955,379.618,,9.305,128576.582,118800.512,9776.070,7.603,2047.996,0.000,0.000,3.580,3.730,2.630,232.010,0.000,0.001,0.015,2769.3,5500.0,44.0
731,2026-05-02T15:51:31.501,380.164,,10.137,128576.582,118804.555,9772.027,7.600,2047.996,0.000,0.000,3.580,3.730,2.630,219.582,0.300,0.001,0.027,2657.4,5500.0,47.0
732,2026-05-02T15:51:32.003,380.666,,8.401,128576.582,118804.129,9772.453,7.600,2047.996,0.000,0.000,3.580,3.730,2.630,221.602,0.000,0.001,0.016,3323.8,5502.3,60.0
733,2026-05-02T15:51:32.504,381.168,,9.744,128576.582,118794.164,9782.418,7.608,2047.996,0.000,0.000,3.580,3.730,2.630,220.193,0.000,0.000,0.015,3084.3,5543.3,60.0
734,2026-05-02T15:51:33.006,381.669,,14.124,128576.582,118807.812,9768.770,7.598,2047.996,0.000,0.000,3.580,3.730,2.630,219.446,0.000,0.001,0.015,2756.7,5513.5,65.0
735,2026-05-02T15:51:33.548,382.212,,13.199,128576.582,118806.086,9770.496,7.599,2047.996,0.000,0.000,3.580,3.730,2.630,217.678,0.000,0.000,0.014,2225.9,5500.0,65.0
736,2026-05-02T15:51:34.061,382.725,,16.228,128576.582,118762.266,9814.316,7.633,2047.996,0.000,0.000,3.580,3.730,2.630,223.427,0.000,0.000,0.015,2239.0,5500.0,43.9
737,2026-05-02T15:51:34.611,383.274,,15.968,128576.582,118759.566,9817.016,7.635,2047.996,0.000,0.000,3.580,3.730,2.630,229.199,0.000,0.000,0.014,2252.3,5500.0,53.0
738,2026-05-02T15:51:35.155,383.818,,13.181,128576.582,118745.219,9831.363,7.646,2047.996,0.000,0.000,3.580,3.730,2.630,241.464,0.000,0.000,0.015,2219.5,5500.0,65.0
739,2026-05-02T15:51:35.660,384.323,,13.259,128576.582,118769.652,9806.930,7.627,2047.996,0.000,0.000,3.580,3.730,2.630,226.988,0.000,0.000,0.016,2545.6,5500.0,71.0
740,2026-05-02T15:51:36.209,384.872,,11.633,128576.582,118725.773,9850.809,7.661,2047.996,0.000,0.000,3.530,3.720,2.630,248.059,0.000,0.001,0.015,2622.6,5521.3,64.0
741,2026-05-02T15:51:36.755,385.418,,12.847,128576.582,118728.902,9847.680,7.659,2047.996,0.000,0.000,3.530,3.720,2.630,249.818,1.561,0.000,0.015,2325.9,5352.7,64.0
742,2026-05-02T15:51:37.257,385.921,,10.507,128576.582,118796.926,9779.656,7.606,2047.996,0.000,0.000,3.530,3.720,2.630,247.625,0.000,0.001,0.015,2678.6,5500.0,72.0
743,2026-05-02T15:51:37.803,386.466,,10.240,128576.582,118767.113,9809.469,7.629,2047.996,0.000,0.000,3.530,3.720,2.630,256.232,0.000,0.001,0.014,3095.0,5504.2,72.0
744,2026-05-02T15:51:38.353,387.016,,8.770,128576.582,118753.949,9822.633,7.640,2047.996,0.000,0.000,3.530,3.720,2.630,248.509,0.000,0.000,0.014,3655.4,5500.0,58.0
745,2026-05-02T15:51:38.901,387.564,,7.391,128576.582,118759.855,9816.727,7.635,2047.996,0.000,0.000,3.530,3.720,2.630,217.198,0.000,0.001,0.014,2894.4,5500.0,59.0
746,2026-05-02T15:51:39.401,388.064,,6.999,128576.582,118768.672,9807.910,7.628,2047.996,0.000,0.000,3.530,3.720,2.630,225.746,0.000,0.000,0.015,3175.9,5500.0,64.0
747,2026-05-02T15:51:39.950,388.613,,6.897,128576.582,118772.934,9803.648,7.625,2047.996,0.000,0.000,3.530,3.720,2.630,244.463,0.000,0.001,0.014,2733.0,5500.0,58.0
748,2026-05-02T15:51:40.451,389.114,,6.692,128576.582,118774.078,9802.504,7.624,2047.996,0.000,0.000,3.530,3.720,2.630,229.999,0.000,0.000,0.015,2703.9,5500.0,58.0
749,2026-05-02T15:51:40.998,389.661,,6.625,128576.582,118773.734,9802.848,7.624,2047.996,0.000,0.000,3.330,3.670,2.620,222.177,0.000,0.002,0.028,2130.3,5500.0,49.0
750,2026-05-02T15:51:41.498,390.161,,6.026,128576.582,118748.582,9828.000,7.644,2047.996,0.000,0.000,3.330,3.670,2.620,222.390,0.125,0.000,0.015,2563.2,5440.4,55.0
751,2026-05-02T15:51:41.999,390.662,,6.929,128576.582,118731.164,9845.418,7.657,2047.996,0.000,0.000,3.330,3.670,2.620,249.658,0.140,0.001,0.015,2911.4,5500.0,59.0
752,2026-05-02T15:51:42.499,391.162,,6.411,128576.582,118698.812,9877.770,7.682,2047.996,0.000,0.000,3.330,3.670,2.620,239.477,0.000,0.000,0.015,3136.1,5534.9,65.0
753,2026-05-02T15:51:43.001,391.664,,7.303,128576.582,118706.676,9869.906,7.676,2047.996,0.000,0.000,3.330,3.670,2.620,260.156,1.275,0.001,0.016,3266.4,5500.1,65.0
754,2026-05-02T15:51:43.501,392.164,,6.729,128576.582,118683.695,9892.887,7.694,2047.996,0.000,0.000,3.330,3.670,2.620,241.499,0.000,0.000,0.016,2502.9,5523.4,60.0
755,2026-05-02T15:51:44.048,392.711,,7.526,128576.582,118709.965,9866.617,7.674,2047.996,0.000,0.000,3.330,3.670,2.620,230.689,0.000,0.001,0.014,3975.6,5500.0,60.0
756,2026-05-02T15:51:44.549,393.213,,7.058,128576.582,118742.094,9834.488,7.649,2047.996,0.000,0.000,3.330,3.670,2.620,246.689,0.000,0.000,0.017,2842.4,5500.0,64.0
757,2026-05-02T15:51:45.050,393.713,,8.204,128576.582,118752.148,9824.434,7.641,2047.996,0.000,0.000,3.330,3.670,2.620,228.668,0.000,0.001,0.015,2253.3,5500.0,64.0
758,2026-05-02T15:51:45.595,394.258,,7.314,128576.582,118740.148,9836.434,7.650,2047.996,0.000,0.000,3.330,3.670,2.620,196.798,0.000,0.002,0.014,3292.4,5500.0,54.0
759,2026-05-02T15:51:46.095,394.759,,5.570,128576.582,118748.250,9828.332,7.644,2047.996,0.000,0.000,3.140,3.630,2.610,189.261,0.000,0.000,0.015,4184.8,5500.1,59.0
760,2026-05-02T15:51:46.597,395.260,,5.028,128576.582,118760.691,9815.891,7.634,2047.996,0.000,0.000,3.140,3.630,2.610,204.279,0.132,0.000,0.015,2754.5,5500.0,49.0
761,2026-05-02T15:51:47.139,395.802,,9.075,128576.582,118765.301,9811.281,7.631,2047.996,0.000,0.000,3.140,3.630,2.610,207.025,0.216,0.001,0.014,2367.8,5500.0,54.0
762,2026-05-02T15:51:47.642,396.305,,5.135,128576.582,118769.203,9807.379,7.628,2047.996,0.000,0.000,3.140,3.630,2.610,206.831,0.000,0.000,0.015,1965.6,5500.0,60.0
763,2026-05-02T15:51:48.145,396.809,,5.604,128576.582,118759.508,9817.074,7.635,2047.996,0.000,0.000,3.140,3.630,2.610,244.384,0.000,0.001,0.015,2696.3,5500.0,63.0
764,2026-05-02T15:51:48.650,397.313,,8.235,128576.582,118766.555,9810.027,7.630,2047.996,0.000,0.000,3.140,3.630,2.610,228.180,0.000,0.000,0.015,2801.7,5500.0,43.9
765,2026-05-02T15:51:49.198,397.862,,7.865,128576.582,118753.289,9823.293,7.640,2047.996,0.000,0.000,3.140,3.630,2.610,234.164,1.169,0.000,0.014,2470.0,5500.0,51.0
766,2026-05-02T15:51:49.702,398.365,,8.375,128576.582,118763.770,9812.812,7.632,2047.996,0.000,0.000,3.140,3.630,2.610,218.380,0.000,0.000,0.015,2572.2,5500.0,63.0
767,2026-05-02T15:51:50.202,398.866,,9.437,128576.582,118739.238,9837.344,7.651,2047.996,0.000,0.000,3.140,3.630,2.610,213.278,0.000,0.000,0.015,3857.7,5500.0,64.0
768,2026-05-02T15:51:50.704,399.367,,8.489,128576.582,118709.215,9867.367,7.674,2047.996,0.000,0.000,3.140,3.630,2.610,224.343,0.000,0.000,0.015,2232.1,5500.0,57.0
769,2026-05-02T15:51:51.249,399.912,,11.149,128576.582,118730.773,9845.809,7.658,2047.996,0.000,0.000,2.970,3.580,2.600,220.536,0.000,0.000,0.015,2788.0,5500.0,66.0
770,2026-05-02T15:51:51.797,400.461,,9.055,128576.582,118735.645,9840.938,7.654,2047.996,0.000,0.000,2.970,3.580,2.600,186.048,0.121,0.001,0.015,2956.3,5531.2,65.0
771,2026-05-02T15:51:52.297,400.961,,8.354,128576.582,118751.480,9825.102,7.641,2047.996,0.000,0.000,2.970,3.580,2.600,206.604,0.133,0.001,0.017,2095.1,5500.0,65.0
772,2026-05-02T15:51:52.799,401.462,,9.925,128576.582,118759.504,9817.078,7.635,2047.996,0.000,0.000,2.970,3.580,2.600,225.122,0.000,0.001,0.015,3112.5,5548.2,66.0
773,2026-05-02T15:51:53.302,401.965,,13.789,128576.582,118768.102,9808.480,7.629,2047.996,0.000,0.000,2.970,3.580,2.600,203.579,0.047,0.001,0.015,2275.9,5500.0,66.0
774,2026-05-02T15:51:53.849,402.512,,12.153,128576.582,118761.688,9814.895,7.634,2047.996,0.000,0.000,2.970,3.580,2.600,202.712,0.000,0.001,0.014,3057.7,5456.7,62.0
775,2026-05-02T15:51:54.349,403.012,,12.899,128576.582,118773.902,9802.680,7.624,2047.996,0.000,0.000,2.970,3.580,2.600,210.408,0.000,0.001,0.015,2697.6,5417.7,62.0
776,2026-05-02T15:51:54.860,403.523,,24.630,128576.582,118757.469,9819.113,7.637,2047.996,0.000,0.000,2.970,3.580,2.600,207.439,1.270,0.001,0.015,3339.0,5500.0,69.0
777,2026-05-02T15:51:55.401,404.064,,23.304,128576.582,118761.035,9815.547,7.634,2047.996,0.000,0.000,2.970,3.580,2.600,205.395,0.000,0.000,0.014,3189.6,5500.0,69.0
778,2026-05-02T15:51:55.944,404.607,,14.245,128576.582,118770.848,9805.734,7.626,2047.996,0.000,0.000,2.810,3.540,2.600,211.171,0.000,0.001,0.014,2702.1,5338.1,64.0
779,2026-05-02T15:51:56.448,405.111,,9.969,128576.582,118760.359,9816.223,7.635,2047.996,0.000,0.000,2.810,3.540,2.600,202.473,0.000,0.000,0.015,3649.2,5351.5,64.0
780,2026-05-02T15:51:56.950,405.613,,15.796,128576.582,118743.738,9832.844,7.647,2047.996,0.000,0.000,2.810,3.540,2.600,204.558,0.202,0.001,0.015,2882.8,5382.7,49.0
781,2026-05-02T15:51:57.498,406.161,,10.000,128576.582,118751.289,9825.293,7.642,2047.996,0.000,0.000,2.810,3.540,2.600,228.628,0.257,0.000,0.027,2242.6,5383.7,64.0
782,2026-05-02T15:51:58.004,406.667,,10.410,128576.582,118737.395,9839.188,7.652,2047.996,0.000,0.000,2.810,3.540,2.600,221.610,0.000,0.001,0.015,2163.0,5500.0,63.0
783,2026-05-02T15:51:58.504,407.167,,11.160,128576.582,118738.066,9838.516,7.652,2047.996,0.000,0.000,2.810,3.540,2.600,227.342,0.000,0.000,0.015,2501.0,5500.0,63.0
784,2026-05-02T15:51:59.053,407.717,,11.893,128576.582,118740.652,9835.930,7.650,2047.996,0.000,0.000,2.810,3.540,2.600,247.959,0.028,0.001,0.015,1514.7,5500.0,43.9
785,2026-05-02T15:51:59.601,408.264,,12.507,128576.582,118717.789,9858.793,7.668,2047.996,0.000,0.000,2.810,3.540,2.600,200.322,0.000,0.000,0.015,2591.6,5500.0,55.0
786,2026-05-02T15:52:00.107,408.770,,17.884,128576.582,118722.086,9854.496,7.664,2047.996,0.000,0.000,2.810,3.540,2.600,198.177,0.000,0.002,0.030,2928.4,5434.9,67.0
787,2026-05-02T15:52:00.610,409.273,,24.114,128576.582,118718.258,9858.324,7.667,2047.996,0.000,0.000,2.810,3.540,2.600,219.502,0.000,0.001,0.017,1345.6,5500.0,67.0
788,2026-05-02T15:52:01.156,409.819,,31.873,128576.582,118711.086,9865.496,7.673,2047.996,0.000,0.000,2.830,3.530,2.600,211.308,1.158,0.001,0.014,2464.7,5437.0,66.0
789,2026-05-02T15:52:01.658,410.321,,30.038,128576.582,118747.352,9829.230,7.645,2047.996,0.000,0.000,2.830,3.530,2.600,204.180,0.000,0.000,0.015,2709.9,5500.0,74.0
790,2026-05-02T15:52:02.172,410.835,,29.123,128576.582,118746.969,9829.613,7.645,2047.996,0.000,0.000,2.830,3.530,2.600,182.184,0.281,0.000,0.015,2622.0,5525.7,69.0
791,2026-05-02T15:52:02.714,411.378,,31.189,128576.582,118747.062,9829.520,7.645,2047.996,0.000,0.000,2.830,3.530,2.600,180.885,0.000,0.000,0.014,1683.1,5500.0,69.0
792,2026-05-02T15:52:03.258,411.921,,24.665,128576.582,118744.727,9831.855,7.647,2047.996,0.000,0.000,2.830,3.530,2.600,167.707,0.000,0.001,0.014,2578.6,5500.0,72.0
793,2026-05-02T15:52:03.758,412.421,,31.113,128576.582,118747.797,9828.785,7.644,2047.996,0.000,0.000,2.830,3.530,2.600,274.281,2.038,0.000,0.015,3007.1,5337.1,70.0
794,2026-05-02T15:52:04.306,412.969,,17.001,128576.582,118723.891,9852.691,7.663,2047.996,0.000,0.000,2.830,3.530,2.600,210.460,0.000,0.001,0.014,2691.1,5543.6,69.0
795,2026-05-02T15:52:04.806,413.470,,45.603,128576.582,118736.863,9839.719,7.653,2047.996,0.000,0.000,2.830,3.530,2.600,227.578,0.000,0.001,0.015,2930.2,5500.0,75.0
796,2026-05-02T15:52:05.310,413.974,,28.411,128576.582,118727.965,9848.617,7.660,2047.996,0.000,0.000,2.830,3.530,2.600,230.188,0.000,0.000,0.015,3396.4,5427.0,51.0
797,2026-05-02T15:52:05.815,414.478,,25.031,128576.582,118728.449,9848.133,7.659,2047.996,0.000,0.000,2.840,3.520,2.600,237.183,0.101,0.001,0.015,2654.1,5500.0,71.0
798,2026-05-02T15:52:06.364,415.027,,16.895,128576.582,118718.445,9858.137,7.667,2047.996,0.000,0.000,2.840,3.520,2.600,244.381,0.000,0.000,0.014,2988.9,5502.8,47.0
799,2026-05-02T15:52:06.864,415.527,,18.565,128576.582,118716.629,9859.953,7.669,2047.996,0.000,0.000,2.840,3.520,2.600,246.098,0.492,0.000,0.015,2933.6,5500.0,69.0
800,2026-05-02T15:52:07.403,416.066,,16.210,128576.582,118724.484,9852.098,7.662,2047.996,0.000,0.000,2.840,3.520,2.600,245.240,0.196,0.000,0.015,2292.7,5500.0,58.0
801,2026-05-02T15:52:07.915,416.578,,17.471,128576.582,118721.105,9855.477,7.665,2047.996,0.000,0.000,2.840,3.520,2.600,239.472,0.000,0.001,0.016,3038.2,5500.0,68.0
802,2026-05-02T15:52:08.457,417.120,,18.098,128576.582,118715.922,9860.660,7.669,2047.996,0.000,0.000,2.840,3.520,2.600,246.919,0.000,0.001,0.015,3169.0,5500.0,64.0
803,2026-05-02T15:52:08.957,417.621,,13.819,128576.582,118734.738,9841.844,7.654,2047.996,0.000,0.000,2.840,3.520,2.600,254.393,0.000,0.001,0.015,2713.3,5530.4,64.0
804,2026-05-02T15:52:09.458,418.121,,15.651,128576.582,118733.664,9842.918,7.655,2047.996,0.000,0.000,2.840,3.520,2.600,240.271,0.000,0.000,0.015,3195.5,5478.9,64.0
805,2026-05-02T15:52:10.006,418.669,,19.489,128576.582,118728.230,9848.352,7.660,2047.996,0.000,0.000,2.840,3.520,2.600,266.696,0.000,0.001,0.028,3060.0,5505.7,66.0
806,2026-05-02T15:52:10.506,419.170,,14.622,128576.582,118735.258,9841.324,7.654,2047.996,0.000,0.000,2.840,3.520,2.600,255.348,0.133,0.001,0.015,2540.1,5552.9,70.0
807,2026-05-02T15:52:11.006,419.670,,11.278,128576.582,118728.094,9848.488,7.660,2047.996,0.000,0.000,2.770,3.500,2.600,266.115,0.000,0.001,0.015,3079.4,5500.0,71.0
808,2026-05-02T15:52:11.507,420.170,,16.593,128576.582,118730.789,9845.793,7.658,2047.996,0.000,0.000,2.770,3.500,2.600,266.547,0.000,0.000,0.015,2561.0,5467.4,65.0
809,2026-05-02T15:52:12.010,420.673,,14.941,128576.582,118724.000,9852.582,7.663,2047.996,0.000,0.000,2.770,3.500,2.600,273.685,0.000,0.001,0.016,2657.5,5519.0,65.0
810,2026-05-02T15:52:12.513,421.176,,13.049,128576.582,118728.137,9848.445,7.660,2047.996,0.000,0.000,2.770,3.500,2.600,274.530,1.396,0.001,0.015,2317.0,5500.0,64.0
811,2026-05-02T15:52:13.060,421.723,,16.298,128576.582,118685.000,9891.582,7.693,2047.996,0.000,0.000,2.770,3.500,2.600,277.729,0.000,0.001,0.014,3385.5,5504.5,64.0
812,2026-05-02T15:52:13.604,422.267,,21.101,128576.582,118691.930,9884.652,7.688,2047.996,0.000,0.000,2.770,3.500,2.600,277.200,0.000,0.001,0.014,3548.6,5500.0,47.0
813,2026-05-02T15:52:14.108,422.771,,10.453,128576.582,118695.234,9881.348,7.685,2047.996,0.000,0.000,2.770,3.500,2.600,256.737,0.000,0.001,0.015,3151.9,5500.0,64.0
814,2026-05-02T15:52:14.610,423.273,,13.100,128576.582,118680.711,9895.871,7.696,2047.996,0.000,0.000,2.770,3.500,2.600,244.972,0.000,0.001,0.015,2405.0,5507.2,68.0
815,2026-05-02T15:52:15.110,423.773,,12.978,128576.582,118692.699,9883.883,7.687,2047.996,0.000,0.000,2.770,3.500,2.600,248.939,0.000,0.001,0.016,3257.0,5500.0,69.0
816,2026-05-02T15:52:15.610,424.273,,12.642,128576.582,118670.289,9906.293,7.705,2047.996,0.000,0.000,2.770,3.500,2.600,250.217,0.125,0.000,0.016,2550.9,5500.0,68.0
817,2026-05-02T15:52:16.116,424.779,,18.406,128576.582,118729.516,9847.066,7.659,2047.996,0.000,0.000,2.870,3.500,2.600,264.948,0.100,0.000,0.015,2770.1,5531.4,69.0
818,2026-05-02T15:52:16.663,425.326,,19.478,128576.582,118717.758,9858.824,7.668,2047.996,0.000,0.000,2.870,3.500,2.600,221.722,0.000,0.000,0.015,1876.8,5500.0,69.0
819,2026-05-02T15:52:17.164,425.827,,15.876,128576.582,118662.324,9914.258,7.711,2047.996,0.000,0.000,2.870,3.500,2.600,242.487,0.000,0.001,0.015,2143.9,5427.4,58.0
820,2026-05-02T15:52:17.709,426.372,,14.652,128576.582,118678.531,9898.051,7.698,2047.996,0.000,0.000,2.870,3.500,2.600,247.429,0.129,0.002,0.014,2862.0,5573.3,58.0
821,2026-05-02T15:52:18.254,426.918,,13.117,128576.582,118704.789,9871.793,7.678,2047.996,0.000,0.000,2.870,3.500,2.600,262.910,0.000,0.001,0.014,2380.0,5500.0,64.0
822,2026-05-02T15:52:18.801,427.464,,15.139,128576.582,118718.707,9857.875,7.667,2047.996,0.000,0.000,2.870,3.500,2.600,207.353,1.194,0.001,0.014,2836.6,5520.2,58.0
823,2026-05-02T15:52:19.312,427.975,,17.418,128576.582,118722.926,9853.656,7.664,2047.996,0.000,0.000,2.870,3.500,2.600,233.722,0.000,0.001,0.015,3086.6,5500.0,68.0
824,2026-05-02T15:52:19.846,428.510,,10.371,128576.582,118745.957,9830.625,7.646,2047.996,0.000,0.000,2.870,3.500,2.600,229.661,0.000,0.001,0.015,2158.6,5500.0,68.0
825,2026-05-02T15:52:20.353,429.016,,12.609,128576.582,118727.293,9849.289,7.660,2047.996,0.000,0.000,2.870,3.500,2.600,216.794,0.000,0.000,0.015,2515.2,5358.8,60.0
826,2026-05-02T15:52:20.903,429.566,,13.147,128576.582,118719.430,9857.152,7.666,2047.996,0.000,0.000,2.880,3.500,2.610,257.308,0.128,0.000,0.014,2097.5,5500.0,60.0
827,2026-05-02T15:52:21.407,430.071,,15.694,128576.582,118723.121,9853.461,7.663,2047.996,0.000,0.000,2.880,3.500,2.610,257.720,0.000,0.000,0.015,3068.5,5454.3,69.0
828,2026-05-02T15:52:21.950,430.613,,12.731,128576.582,118724.203,9852.379,7.663,2047.996,0.000,0.000,2.880,3.500,2.610,217.929,0.000,0.001,0.014,2652.3,5504.3,69.0
829,2026-05-02T15:52:22.451,431.115,,8.167,128576.582,118709.012,9867.570,7.674,2047.996,0.000,0.000,2.880,3.500,2.610,240.474,0.000,0.000,0.015,2159.5,5355.3,60.0
830,2026-05-02T15:52:22.952,431.615,,9.524,128576.582,118701.191,9875.391,7.681,2047.996,0.000,0.000,2.880,3.500,2.610,238.473,0.133,0.001,0.016,2193.9,5500.0,64.0
831,2026-05-02T15:52:23.457,432.120,,10.686,128576.582,118690.102,9886.480,7.689,2047.996,0.000,0.000,2.880,3.500,2.610,257.547,0.015,0.000,0.016,1782.4,5521.0,43.9
832,2026-05-02T15:52:24.002,432.666,,9.196,128576.582,118696.789,9879.793,7.684,2047.996,0.000,0.000,2.880,3.500,2.610,274.374,0.000,0.001,0.028,3296.2,5500.0,59.0
833,2026-05-02T15:52:24.508,433.171,,10.739,128576.582,118686.688,9889.895,7.692,2047.996,0.000,0.000,2.880,3.500,2.610,265.067,0.000,0.000,0.017,2850.4,5500.0,68.0
834,2026-05-02T15:52:25.011,433.675,,12.786,128576.582,118696.348,9880.234,7.684,2047.996,0.000,0.000,2.880,3.500,2.610,276.764,1.256,0.001,0.015,2781.4,5500.0,68.0
835,2026-05-02T15:52:25.513,434.177,,11.580,128576.582,118743.180,9833.402,7.648,2047.996,0.000,0.000,2.880,3.500,2.610,277.215,0.000,0.000,0.015,1775.8,5500.2,43.9
836,2026-05-02T15:52:26.061,434.724,,12.529,128576.582,118744.086,9832.496,7.647,2047.996,0.000,0.000,3.130,3.540,2.630,275.002,0.214,0.001,0.014,2787.4,5487.4,67.0
837,2026-05-02T15:52:26.561,435.224,,13.993,128576.582,118790.301,9786.281,7.611,2047.996,0.000,0.000,3.130,3.540,2.630,279.313,0.000,0.001,0.015,2566.0,5532.5,64.0
838,2026-05-02T15:52:27.062,435.725,,14.734,128576.582,118778.121,9798.461,7.621,2047.996,0.000,0.000,3.130,3.540,2.630,273.585,0.000,0.001,0.015,2823.6,5500.1,68.0
839,2026-05-02T15:52:27.606,436.270,,11.629,128576.582,118780.828,9795.754,7.619,2047.996,0.000,0.000,3.130,3.540,2.630,276.312,0.000,0.001,0.014,1699.1,5500.0,43.9
840,2026-05-02T15:52:28.110,436.774,,8.885,128576.582,118794.801,9781.781,7.608,2047.996,0.000,0.000,3.130,3.540,2.630,279.068,0.139,0.001,0.015,2842.3,5490.0,68.0
841,2026-05-02T15:52:28.649,437.312,,9.408,128576.582,118761.969,9814.613,7.633,2047.996,0.000,0.000,3.130,3.540,2.630,274.931,0.044,0.000,0.014,3175.4,5529.7,67.0
842,2026-05-02T15:52:29.155,437.818,,9.265,128576.582,118780.320,9796.262,7.619,2047.996,0.000,0.000,3.130,3.540,2.630,279.589,0.000,0.001,0.015,2489.2,5500.0,67.0
843,2026-05-02T15:52:29.655,438.318,,7.683,128576.582,118755.520,9821.062,7.638,2047.996,0.000,0.000,3.130,3.540,2.630,274.677,0.000,0.001,0.015,2851.3,5458.8,69.0
844,2026-05-02T15:52:30.161,438.824,,9.521,128576.582,118759.508,9817.074,7.635,2047.996,0.000,0.000,3.130,3.540,2.630,276.739,0.000,0.001,0.015,2230.1,5500.0,69.0
845,2026-05-02T15:52:30.703,439.366,,9.452,128576.582,118848.805,9727.777,7.566,2047.996,0.000,0.000,3.130,3.540,2.630,274.897,0.000,0.001,0.014,3164.1,5535.5,56.0
846,2026-05-02T15:52:31.251,439.914,,8.893,128576.582,118862.805,9713.777,7.555,2047.996,0.000,0.000,3.120,3.530,2.630,278.101,1.368,0.001,0.015,2299.3,5304.1,56.0
847,2026-05-02T15:52:31.799,440.462,,7.995,128576.582,118806.320,9770.262,7.599,2047.996,0.000,0.000,3.120,3.530,2.630,275.424,0.007,0.000,0.015,4698.4,5300.1,54.0
848,2026-05-02T15:52:32.304,440.967,,9.361,128576.582,118759.117,9817.465,7.635,2047.996,0.000,0.000,3.120,3.530,2.630,275.874,0.000,0.001,0.017,3399.7,5549.1,54.0
849,2026-05-02T15:52:32.806,441.469,,10.349,128576.582,118770.199,9806.383,7.627,2047.996,0.000,0.000,3.120,3.530,2.630,278.356,0.000,0.001,0.015,3157.7,5513.5,61.0
850,2026-05-02T15:52:33.310,441.973,,9.944,128576.582,118702.480,9874.102,7.680,2047.996,0.000,0.000,3.120,3.530,2.630,275.799,0.140,0.001,0.015,2475.1,5500.8,62.0
851,2026-05-02T15:52:33.855,442.518,,10.514,128576.582,118754.105,9822.477,7.639,2047.996,0.000,0.000,3.120,3.530,2.630,277.267,0.000,0.001,0.014,3200.4,5476.7,63.0
852,2026-05-02T15:52:34.359,443.022,,11.565,128576.582,118685.102,9891.480,7.693,2047.996,0.000,0.000,3.120,3.530,2.630,274.953,0.000,0.002,0.015,2500.0,5500.0,63.0
853,2026-05-02T15:52:34.863,443.526,,12.477,128576.582,118759.301,9817.281,7.635,2047.996,0.000,0.000,3.120,3.530,2.630,276.775,0.000,0.001,0.015,2963.4,5500.0,59.0
