sample_index,wall_time_iso,elapsed_s,ros_time_s,role,pid,command,cpu_percent,cpu_percent_host,rss_mb,vms_mb,pss_mb,peak_rss_mb,threads,voluntary_ctxt_switches,nonvoluntary_ctxt_switches,read_bytes,write_bytes,read_mbps,write_mbps
1744,2026-05-02T16:00:18.202,906.865,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.426,628.996,8.826,20.426,12,329,1,7987200,4096,0.000,0.000
1744,2026-05-02T16:00:18.202,906.865,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,252.283,7.884,3180.148,27111.879,3167.072,3340.059,1038,48540,1773,163868672,8192,0.000,0.000
1744,2026-05-02T16:00:18.202,906.865,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,18.281,0.571,297.418,1143.195,280.432,349.395,16,3701138,33648,113252810752,1007616,137.110,0.000
1745,2026-05-02T16:00:18.703,907.366,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.426,628.996,8.826,20.426,12,329,1,7987200,4096,0.000,0.000
1745,2026-05-02T16:00:18.703,907.366,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,289.231,9.038,3192.910,27111.879,3179.834,3340.059,1038,48557,1773,163868672,8192,0.000,0.000
1745,2026-05-02T16:00:18.703,907.366,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,15.958,0.499,297.418,1143.195,280.432,349.395,16,3703322,33677,113326211072,1007616,139.629,0.000
1746,2026-05-02T16:00:19.205,907.868,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.426,628.996,8.826,20.426,12,329,1,7987200,4096,0.000,0.000
1746,2026-05-02T16:00:19.205,907.868,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,269.256,8.414,3185.234,27113.363,3172.158,3340.059,1038,48596,1774,163868672,8192,0.000,0.000
1746,2026-05-02T16:00:19.205,907.868,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,17.950,0.561,297.418,1143.195,280.432,349.395,16,3705494,33704,113394368512,1007616,129.642,0.000
1747,2026-05-02T16:00:19.749,908.413,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.426,628.996,8.826,20.426,12,329,1,7987200,4096,0.000,0.000
1747,2026-05-02T16:00:19.749,908.413,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,301.100,9.409,3178.422,27113.695,3165.346,3340.059,1038,48689,1777,163868672,8192,0.000,0.000
1747,2026-05-02T16:00:19.749,908.413,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,20.196,0.631,297.418,1143.195,280.432,349.395,16,3707694,33723,113478254592,1007616,146.878,0.000
1748,2026-05-02T16:00:20.257,908.921,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.426,628.996,8.826,20.426,12,329,1,7987200,4096,0.000,0.000
1748,2026-05-02T16:00:20.257,908.921,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,480.159,15.005,3185.410,27113.695,3174.803,3340.059,1038,48702,1778,163868672,8192,0.000,0.000
1748,2026-05-02T16:00:20.257,908.921,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,19.679,0.615,297.418,1143.195,280.432,349.395,16,3709812,33751,113551654912,1007616,137.751,0.000
1749,2026-05-02T16:00:20.798,909.461,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.426,628.996,8.826,20.426,12,329,1,7987200,4096,0.000,0.000
1749,2026-05-02T16:00:20.798,909.461,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,272.043,8.501,3137.957,27092.656,3124.881,3340.059,1038,48722,1779,163868672,8192,0.000,0.000
1749,2026-05-02T16:00:20.798,909.461,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,14.805,0.463,297.418,1143.195,280.432,349.395,16,3712105,33770,113630298112,1007616,138.797,0.000
1750,2026-05-02T16:00:21.307,909.970,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.426,628.996,8.826,20.426,12,329,1,7987200,4096,0.000,0.000
1750,2026-05-02T16:00:21.307,909.970,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,277.180,8.662,3208.406,27092.656,3195.330,3340.059,1038,48742,1779,163868672,8192,0.000,0.000
1750,2026-05-02T16:00:21.307,909.970,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,19.658,0.614,297.418,1143.195,280.432,349.395,16,3714135,33793,113703698432,1007616,137.607,0.000
1751,2026-05-02T16:00:21.807,910.470,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.426,628.996,8.826,20.426,12,329,1,7987200,4096,0.000,0.000
1751,2026-05-02T16:00:21.807,910.470,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,257.685,8.053,3189.875,27092.656,3177.951,3340.059,1038,48768,1781,163868672,8192,0.000,0.000
1751,2026-05-02T16:00:21.807,910.470,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,17.978,0.562,297.418,1143.195,280.432,349.395,16,3716255,33822,113777098752,1007616,139.829,0.000
1752,2026-05-02T16:00:22.357,911.020,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.426,628.996,8.826,20.426,12,329,1,7987200,4096,0.000,0.000
1752,2026-05-02T16:00:22.357,911.020,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,420.469,13.140,3209.223,27111.875,3196.146,3340.059,1038,48836,1789,163868672,8192,0.000,0.000
1752,2026-05-02T16:00:22.357,911.020,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,18.202,0.569,297.418,1143.195,280.432,349.395,16,3718491,33856,113855741952,1007616,136.516,0.000
1753,2026-05-02T16:00:22.907,911.570,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.426,628.996,8.826,20.426,12,329,1,7987200,4096,0.000,0.000
1753,2026-05-02T16:00:22.907,911.570,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,376.341,11.761,3205.426,27111.875,3192.350,3340.059,1038,48856,1790,163868672,8192,0.000,0.000
1753,2026-05-02T16:00:22.907,911.570,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,18.181,0.568,297.418,1143.195,280.432,349.395,16,3720761,33879,113934385152,1007616,136.355,0.000
1754,2026-05-02T16:00:23.407,912.070,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.426,628.996,8.826,20.426,12,330,1,7987200,4096,0.000,0.000
1754,2026-05-02T16:00:23.407,912.070,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,351.743,10.992,3197.668,27111.875,3184.592,3340.059,1038,48878,1790,163868672,8192,0.000,0.000
1754,2026-05-02T16:00:23.407,912.070,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,19.985,0.625,297.418,1143.195,280.432,349.395,16,3722847,33895,114007785472,1007616,139.898,0.000
1755,2026-05-02T16:00:23.952,912.615,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.430,628.996,8.830,20.430,12,330,1,7987200,4096,0.000,0.000
1755,2026-05-02T16:00:23.952,912.615,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,313.653,9.802,3244.301,27111.875,3231.205,3340.059,1038,48904,1790,163868672,8192,0.000,0.000
1755,2026-05-02T16:00:23.952,912.615,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,16.508,0.516,297.418,1143.195,280.432,349.395,16,3725188,33915,114086428672,1007616,137.567,0.000
1756,2026-05-02T16:00:24.456,913.119,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.430,628.996,8.830,20.430,12,330,1,7987200,4096,0.000,0.000
1756,2026-05-02T16:00:24.456,913.119,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,309.704,9.678,3238.375,27111.875,3225.299,3340.059,1038,48918,1790,163868672,8192,0.000,0.000
1756,2026-05-02T16:00:24.456,913.119,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,15.882,0.496,292.305,1079.195,275.318,349.395,16,3727226,33931,114159828992,1007616,138.970,0.000
1757,2026-05-02T16:00:24.957,913.621,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.430,628.996,8.830,20.430,12,330,1,7987200,4096,0.000,0.000
1757,2026-05-02T16:00:24.957,913.621,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,297.123,9.285,3224.863,27111.875,3211.787,3340.059,1038,48974,1797,163868672,8192,0.000,0.000
