sample_index,wall_time_iso,elapsed_s,ros_time_s,role,pid,command,cpu_percent,cpu_percent_host,rss_mb,vms_mb,pss_mb,peak_rss_mb,threads,voluntary_ctxt_switches,nonvoluntary_ctxt_switches,read_bytes,write_bytes,read_mbps,write_mbps
1723,2026-05-02T16:00:07.154,895.817,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,465.216,14.538,3267.996,27110.930,3254.920,3340.059,1038,47920,1752,163868672,8192,0.000,0.000
1723,2026-05-02T16:00:07.154,895.817,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,14.769,0.462,311.016,1143.195,294.029,349.395,16,3656019,33192,111737618432,1007616,110.766,0.000
1724,2026-05-02T16:00:07.702,896.365,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.414,628.996,8.814,20.414,12,329,1,7987200,4096,0.000,0.000
1724,2026-05-02T16:00:07.702,896.365,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,388.447,12.139,3267.996,27110.930,3254.920,3340.059,1038,47937,1752,163868672,8192,0.000,0.000
1724,2026-05-02T16:00:07.702,896.365,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,16.413,0.513,298.898,1143.195,281.912,349.395,16,3658311,33215,111805775872,1007616,118.540,0.000
1725,2026-05-02T16:00:08.205,896.868,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.418,628.996,8.818,20.418,12,329,1,7987200,4096,0.000,0.000
1725,2026-05-02T16:00:08.205,896.868,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,320.173,10.005,3286.492,27110.930,3273.416,3340.059,1038,47962,1752,163868672,8192,0.000,0.000
1725,2026-05-02T16:00:08.205,896.868,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,17.898,0.559,298.902,1143.195,281.916,349.395,16,3660468,33231,111863447552,1007616,109.376,0.000
1726,2026-05-02T16:00:08.706,897.369,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.418,628.996,8.818,20.418,12,329,1,7987200,4096,0.000,0.000
1726,2026-05-02T16:00:08.706,897.369,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,437.555,13.674,3300.434,27110.930,3287.357,3340.059,1038,48032,1755,163868672,8192,0.000,0.000
1726,2026-05-02T16:00:08.706,897.369,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,15.984,0.499,298.902,1143.195,281.916,349.395,16,3662523,33249,111931604992,1007616,129.868,0.000
1727,2026-05-02T16:00:09.208,897.871,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.418,628.996,8.818,20.418,12,329,1,7987200,4096,0.000,0.000
1727,2026-05-02T16:00:09.208,897.871,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,470.018,14.688,3314.441,27110.930,3301.365,3340.059,1038,48049,1755,163868672,8192,0.000,0.000
1727,2026-05-02T16:00:09.208,897.871,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,17.924,0.560,300.293,1143.195,283.307,349.395,16,3664609,33277,111994519552,1007616,119.496,0.000
1728,2026-05-02T16:00:09.754,898.417,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.418,628.996,8.818,20.418,12,329,1,7987200,4096,0.000,0.000
1728,2026-05-02T16:00:09.754,898.417,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,379.081,11.846,3316.047,27110.930,3302.971,3340.059,1038,48064,1755,163868672,8192,0.000,0.000
1728,2026-05-02T16:00:09.754,898.417,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,14.650,0.458,302.309,1143.195,285.322,349.395,16,3666784,33289,112057434112,1007616,109.879,0.000
1729,2026-05-02T16:00:10.300,898.963,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.418,628.996,8.818,20.418,12,329,1,7987200,4096,0.000,0.000
1729,2026-05-02T16:00:10.300,898.963,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,270.930,8.467,3318.852,27110.930,3305.775,3340.059,1038,48077,1755,163868672,8192,0.000,0.000
1729,2026-05-02T16:00:10.300,898.963,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,16.475,0.515,310.012,1143.195,293.025,349.395,16,3668952,33309,112125591552,1007616,118.990,0.000
1730,2026-05-02T16:00:10.805,899.468,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.418,628.996,8.818,20.418,12,329,1,7987200,4096,0.000,0.000
1730,2026-05-02T16:00:10.805,899.468,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,319.031,9.970,3309.801,27110.930,3296.725,3340.059,1038,48089,1755,163868672,8192,0.000,0.000
1730,2026-05-02T16:00:10.805,899.468,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,15.852,0.495,321.746,1143.195,304.760,349.395,16,3670944,33336,112188506112,1007616,118.893,0.000
1731,2026-05-02T16:00:11.305,899.968,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.418,628.996,8.818,20.418,12,329,1,7987200,4096,0.000,0.000
1731,2026-05-02T16:00:11.305,899.968,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,287.777,8.993,3313.633,27110.930,3300.557,3340.059,1038,48128,1759,163868672,8192,0.000,0.000
1731,2026-05-02T16:00:11.305,899.968,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,17.986,0.562,343.094,1143.195,326.107,349.395,16,3672969,33354,112251420672,1007616,119.907,0.000
1732,2026-05-02T16:00:11.809,900.472,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.418,628.996,8.818,20.418,12,329,1,7987200,4096,0.000,0.000
1732,2026-05-02T16:00:11.809,900.472,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,287.840,8.995,3313.645,27110.930,3300.561,3340.059,1038,48143,1759,163868672,8192,0.000,0.000
1732,2026-05-02T16:00:11.809,900.472,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,15.881,0.496,347.371,1143.195,330.384,349.395,16,3674961,33376,112330063872,1007616,148.883,0.000
1733,2026-05-02T16:00:12.357,901.020,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.418,628.996,8.818,20.418,12,329,1,7987200,4096,0.000,0.000
1733,2026-05-02T16:00:12.357,901.020,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,326.549,10.205,3324.555,27112.492,3311.479,3340.059,1038,48178,1759,163868672,8192,0.000,0.000
1733,2026-05-02T16:00:12.357,901.020,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,16.419,0.513,347.371,1143.195,330.385,349.395,16,3677116,33404,112408707072,1007616,136.822,0.000
1734,2026-05-02T16:00:12.860,901.524,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.418,628.996,8.818,20.418,12,329,1,7987200,4096,0.000,0.000
1734,2026-05-02T16:00:12.860,901.524,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,297.943,9.311,3342.641,27112.492,3329.557,3342.641,1038,48192,1759,163868672,8192,0.000,0.000
1734,2026-05-02T16:00:12.860,901.524,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,13.904,0.435,347.371,1143.195,330.384,349.395,16,3679141,33417,112476864512,1007616,129.109,0.000
1735,2026-05-02T16:00:13.367,902.030,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.418,628.996,8.818,20.418,12,329,1,7987200,4096,0.000,0.000
1735,2026-05-02T16:00:13.367,902.030,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,363.397,11.356,3277.332,27114.480,3266.154,3340.059,1038,48245,1760,163868672,8192,0.000,0.000
1735,2026-05-02T16:00:13.367,902.030,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,15.800,0.494,347.371,1143.195,330.367,349.395,16,3681167,33442,112555507712,1007616,148.124,0.000
1736,2026-05-02T16:00:13.911,902.574,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.418,628.996,8.818,20.418,12,329,1,7987200,4096,0.000,0.000
1736,2026-05-02T16:00:13.911,902.574,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,266.293,8.322,3268.969,27092.656,3258.776,3340.059,1038,48295,1762,163868672,8192,0.000,0.000
1736,2026-05-02T16:00:13.911,902.574,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,16.529,0.517,347.371,1143.195,330.384,349.395,16,3683293,33466,112628908032,1007616,128.555,0.000
1737,2026-05-02T16:00:14.461,903.124,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.418,628.996,8.818,20.418,12,329,1,7987200,4096,0.000,0.000
1737,2026-05-02T16:00:14.461,903.124,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,336.482,10.515,3230.176,27095.375,3217.100,3340.059,1038,48360,1766,163868672,8192,0.000,0.000
1737,2026-05-02T16:00:14.461,903.124,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,18.188,0.568,332.188,1143.195,315.201,349.395,16,3685442,33486,112712794112,1007616,145.506,0.000
1738,2026-05-02T16:00:14.962,903.625,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.418,628.996,8.818,20.418,12,329,1,7987200,4096,0.000,0.000
1738,2026-05-02T16:00:14.962,903.625,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,395.080,12.346,3245.188,27095.375,3234.339,3340.059,1038,48377,1766,163868672,8192,0.000,0.000
1738,2026-05-02T16:00:14.962,903.625,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,17.958,0.561,332.188,1143.195,315.200,349.395,16,3687398,33503,112782954496,1007616,133.509,0.000
1739,2026-05-02T16:00:15.507,904.170,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.422,628.996,8.822,20.422,12,329,1,7987200,4096,0.000,0.000
1739,2026-05-02T16:00:15.507,904.170,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,346.914,10.841,3230.703,27095.375,3217.627,3340.059,1038,48399,1767,163868672,8192,0.000,0.000
1739,2026-05-02T16:00:15.507,904.170,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,18.355,0.574,316.395,1143.195,299.408,349.395,16,3689641,33530,112864837632,1007616,143.336,0.000
1740,2026-05-02T16:00:16.057,904.720,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.422,628.996,8.822,20.422,12,329,1,7987200,4096,0.000,0.000
1740,2026-05-02T16:00:16.057,904.720,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,249.205,7.788,3268.910,27095.375,3255.834,3340.059,1038,48422,1767,163868672,8192,0.000,0.000
1740,2026-05-02T16:00:16.057,904.720,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,18.190,0.568,316.395,1143.195,299.408,349.395,16,3691916,33550,112943480832,1007616,136.426,0.000
1741,2026-05-02T16:00:16.602,905.265,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,1.834,0.057,20.426,628.996,8.826,20.426,12,329,1,7987200,4096,0.000,0.000
1741,2026-05-02T16:00:16.602,905.265,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,223.697,6.991,3195.742,27095.375,3182.666,3340.059,1038,48437,1767,163868672,8192,0.000,0.000
1741,2026-05-02T16:00:16.602,905.265,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,16.502,0.516,316.398,1143.195,299.412,349.395,16,3694282,33578,113022124032,1007616,137.518,0.000
1742,2026-05-02T16:00:17.112,905.775,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.426,628.996,8.826,20.426,12,329,1,7987200,4096,0.000,0.000
1742,2026-05-02T16:00:17.112,905.775,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,254.876,7.965,3178.711,27095.035,3165.634,3340.059,1038,48483,1771,163868672,8192,0.000,0.000
1742,2026-05-02T16:00:17.112,905.775,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,17.645,0.551,297.418,1143.195,280.414,349.395,16,3696382,33609,113095524352,1007616,137.241,0.000
1743,2026-05-02T16:00:17.655,906.318,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.426,628.996,8.826,20.426,12,329,1,7987200,4096,0.000,0.000
1743,2026-05-02T16:00:17.655,906.318,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,202.694,6.334,3114.711,27095.035,3101.635,3340.059,1038,48502,1771,163868672,8192,0.000,0.000
1743,2026-05-02T16:00:17.655,906.318,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,16.584,0.518,297.418,1143.195,280.432,349.395,16,3698739,33633,113174167552,1007616,138.200,0.000
